,inputs1,inputs2,labels
5588,"I tried to catch the ball, but it landed on my head.","I tried to catch the ball, but it landed in the grass.",1
5589,I decided to watch a movie on my phone on the subway.,I decided to watch a movie on my phone on the subway. I was so engrossed in it that I missed my stop.,0
5590,I went on a trip to the zoo. I wasn't able to see the monkeys.,I went on a trip to the zoo.,1
5591,I met a hot guy yesterday and he made me horny. ,I met a hot guy yesterday and he stole from me. ,0
5592,"I went horseback riding in the park for the first time.  My horse was a little skittish, but I was able to walk her for a while. ",I went horseback riding in the park for the first time.  My horse was calm and steady and I was able to ride smoothly. ,1
5593,My brother took me to the holocaust museum.  I learned about everything that happened within the consideration camps. ,My brother took me to the holocaust museum.  A strange women kept asking me questions.,0
5594,I started a neighborhood day care at my home.,I started a neighborhood day care at my home. I liked playing games with the kids.,1
5595,I found ants in my car.  I spent the day sweeping the car out to get rid of them.,I found ants in my car.  I couldn't get rid of them.,0
5596,My girlfriend and I decided to eat out at a restaurant.,My girlfriend and I decided to eat out at a restaurant. The food was good.,1
5597,I joined the local rec league.,I joined the local rec league. I sprained my ankle.,0
5598,I stood in front of the audience to speak and forgot the words to my speach.,I stood in front of the audience to speak and my mouth felt dry.,1
5599,I presented my presentation to the class. The students thanked me for the valuable information.,I presented my presentation to the class.,0
5600,I made a stained glass window at home. The lead bead melting sickened me.,I made a stained glass window at home.,1
5601,I trained for a marathon every day this month. I had fun and lost weight.,I trained for a marathon every day this month.,0
5602,I built a sandcastle with my nephew. We made one small castle.,I built a sandcastle with my nephew. He made new friends who wanted to help build it. They built an entire sandcastle system complete with a moat.,1
5603,The epidemiologist came to test some people with unusual pneumonia.,The epidemiologist came to test some people with unusual pneumonia. It's a new and potentially dangerous virus.,0
5604,I went to the DMV.,I went to the DMV. I made an appointment in advance so I didn't have to wait in line.,1
5605,"I pulled my clothes out of the dryer, and folded them.","I pulled my clothes out of the dryer, and they were wrinkled.",0
5606,I was in an elevator at a tall building. The doors were jammed for two hours in the hot and crowded.,I was in an elevator at a tall building. It was hot and crowded in the elevator.,1
5607,I tried to make rawhide chews for my dogs on my own.,I tried to make rawhide chews for my dogs on my own. My dogs didn't take to the new toys.,0
5608,"I went to my daughter's graduation, and slept through her ceremony. ","I went to my daughter's graduation, and hugged her after the ceremony.",1
5609,My mother was buried in a mauseleum.,My mother was buried in a mauseleum. It took a month for them to put her name plate on.,0
5610,I took a trip down to the pawn shop. They had some good deals.,I took a trip down to the pawn shop. I bought a painting by Van Gogh for really cheap.  He didn't know what he had!,1
5611,I went to the casino last night. I spent all of my money at the slot machines and didn't win anything.,I went to the casino last night. I got caught cheating at the poker table and security guard told me to leave.,0
5612,"I asked my daughter if she wanted to attend a class at the fitness center with me, and she said that didn't sound like much fun, no thanks.","I asked my daughter if she wanted to attend a class at the fitness center with me, and she grinned with happiness and said that sounded pretty cool.",1
5613,I decided to go on vacation to Canada.,I decided to go on vacation to Canada. It took forever to get through Customs.,0
5614,I took a trip to the zoo.,I took a trip to the zoo.  I brought a box of popcorn.,1
5615,"I have a daughter who won first place for her poem about me, her mom.","I have a daughter who got an honorable mention for her poem about me, her mom.",0
5616,I stop the use the restroom in a gas station. The handle to the bathroom door is broken.,I stop the use the restroom in a gas station.,1
5617,"I started playing guitar. I am making fantastic progress, i can play several songs.","I started playing guitar. I am making progress, i can play some chords.",0
5618,I ran into my boss on the way to work this morning.,I ran into my friend on the way to work this morning.,1
5619,I went on a camping trip. I got bit by a lot of mosquitoes.,I went on a camping trip. A bear came towards my tent and I had to hide in my car for 2 days.,0
5620,I am working an online study and it is never ending.,I am working an online study and finished it faster than anticipated.,1
5621,I got a new mirror for my bathroom. It’s a bit small to put where I wanted to put it.,I got a new mirror for my bathroom.,0
5622,I went to the casino on my pay day.  The casino was so crowded I just left. ,I went to the casino on my pay day. ,1
5623,My friend planted one of their own hairs in their restaurant food. The owner immediately comped our entire menu.,My friend planted one of their own hairs in their restaurant food. The owner didn't charge them for their dinner.,0
5624,I went to the airport today to fly out to Florida.  My flight was cancelled.,I went to the airport today to fly out to Florida.  My seat was uncomfortable.,1
5625,"I got new neighbors recently, after a week of them being here I've talked to them once and they weren't the most friendly. ","I got new neighbors recently, after a week of them being here I've barely slept because of how loud they are.",0
5626,I bought a boat from a want ad. The boat had minor damages.,I bought a boat from a want ad. I didn't like the color of the boat that much.,1
5627,I got my Easter Basket from Grandma. It had tasty cream eggs inside.,I got my Easter Basket from Grandma.,0
5628,I got lost in traffic. I got a flat tire in a place I've never been before.,I got lost in traffic. I took a wrong turn and ran out of gas in a bad neighboorhood.,1
5629,"I needed to make make my bed, which took five minutes.","I needed to make make my bed, but my fitted sheet's elastic snapped.",0
5630,"A pocket gopher decided to live nearby. The animal came into my yard, causing concern.",A pocket gopher decided to live nearby.,1
5631,I hosted a Cinco De Mayo day celebration in my yard.,I hosted a Cinco De Mayo day celebration in my yard. The neighbors complained because I'm not Mexican.,0
5632,I signed up for Spanish classes. The classes were generally easy.,I signed up for Spanish classes. The classes went well and I got an A.,1
5633,I celebrated my thirtieth birthday yesterday. ,I cried on my thirtieth birthday yesterday. ,0
5634,I walked across the street to feed the dog since my neighbors abandoned it. ,I walked across the street to feed the dog since my neighbors were out of town. ,1
5635,I fried up some bacon with breakfast.  I burnt the bacon when I was trying to butter the toast. ,"I fried up some bacon with breakfast.  The grease from the bacon got so hot that it popped and splattered on me, burning my arms. ",0
5636,"I took a phone call last night. It was my boss, he wants me to work extra hours.",I took a phone call last night.,1
5637,I was at a parade with my family. I caught a big fluffy stuffed animal from a float.,I was at a parade with my family. I caught two beads from the floats.,0
5638,I tried pumpkin pie for the first time. The pie was bitter and it left a sour taste in my mouth.,I tried pumpkin pie for the first time. The pie was really dry and it made me cough.,1
5639,My friend paid back the money I loaned her.,My friend never paid back money I loaned her.,0
5640,I decided to sell my wares at a trade show. There was no interest in my product.,I decided to sell my wares at a trade show.,1
5641,I was was in the waiting room in the hospital. The nurse came in to tell me that my wife was doing fine.,I was was in the waiting room in the hospital.,0
5642,I decided to create a daily schedule to get organized. The sense of obligation makes me feel stressed out all day.,I decided to create a daily schedule to get organized.,1
5643,I gave my phone number to a potential employer and got a follow up call the next day.,I gave my phone number to a potential employer and got telemarketer calls the next day.,0
5644,I took my family for a trip and we stayed at a cheap hotel.,I took my family for a trip and we stayed at a cheap hotel. We saved money by slumming it.,1
5645,I stopped to recharge my electric car and it took an hour.,I stopped to recharge my electric car and the spot was blocked by a diesel truck.,0
5646,"I started my job as an apprentice zoo keeper. I was trapped in a cage with a tiger, getting bitten.",I started my job as an apprentice zoo keeper. I fell into the penguin tank and got feces in my hair.,1
5647,I parked my car under a maple tree so it didn't overheat in the sun.,I parked my car under a maple tree so it got covered in pollen.,0
5648,I went to my high school prom. I danced and ate food.,I went to my high school prom. I got crowned as the prom king and danced into the night.,1
5649,My cousin brought me to a dance club. I somehow met a good girl at the club.,My cousin brought me to a dance club.,0
5650,"I bought new headphones. the bass was less potent than i expected, but at least it works.",I bought new headphones.,1
5651,I was riding my bike on the road.,I was riding my bike on the road. It started to rain.,0
5652,My cat's litter box was extremely dirty. ,My cat's litter box was extremely dirty.  The room smelled a lot better after I cleaned it. ,1
5653,I had the flu a couple weeks ago. I am still feeling sick.,I had the flu a couple weeks ago. I feel even worse than before.,0
5654,I was giving my dog a bath. He ran out of my bathroom and tracked water through the house.,I was giving my dog a bath. He shook water off in my bathroom.,1
5655,I had to take shelter from a sudden storm in a liquor store.,I had to take shelter from a sudden storm in a liquor store. The roof kept dripping.,0
5656,"I found a puppy on the streets. I took him to the vet, he needs a lot of medical attention",I found a puppy on the streets.,1
5657,I was playing basketball with my friends. We entered a tournament and got to the finals.,I was playing basketball with my friends. We got a lot of exercise.,0
5658,I brought a soft drink and it tasted like piss. ,I brought a soft drink and it tasted great. ,1
5659,I was so hot last night I had to turn the fan on.,I was so hot last night I had to turn the fan on. I didn't like it blowing directly in my face.,0
5660,"I knitted an Afghan, focusing with singularity.","I knitted an Afghan, focusing with singularity. It turned out beautifully.",1
5661,My daughter bought me a pair of socks yesterday ,My daughter couldn't buy me a pair of socks yesterday ,0
5662,I carved a small figure out of scrap wood today. The eyes came out crooked. I think I can fix it.,I carved a small figure out of scrap wood today.,1
5663,I had several banana slugs in my yard. The creatures were very slimy.,I had several banana slugs in my yard. They kept climbing on my plants and hanging out on them.,0
5664,I decided to make up a new carrot cake recipe.,I decided to make up a new carrot cake recipe. It was well received.,1
5665,I went to find black t-shirts and found a few I liked.,I went to find black t-shirts and found none I liked.,0
5666,I decided to cut the lawn. I was attacked by the bees in the flowers while cutting it.,I decided to cut the lawn.,1
5667,I planted several new plants in the garden.,I planted several new plants in the garden. I planted several new plants in the garden and some died.,0
5668,I take my niece to Burger King.  Her kids meal didn't come with a toy.,I take my niece to Burger King. ,1
5669,I went to get a new tattoo. The process took a bit longer than I expected.,I went to get a new tattoo. The artist misspelled a word on my tattoo,0
5670,The barista served me a cup of water at the coffee house.,The barista served me a latte at the coffee house.,1
5671,I signed up for a tap dancing class yesterday.,I signed up for a tap dancing class yesterday. I started the class today and the instructor laughed at my lack of skill.,0
5672,"When I heard the neighbors playing cards in their backyard, I was filled with annoyance; they're a batshit crazy bunch.","When I heard the neighbors playing cards in their backyard, I got a chuckle; they're a pretty crazy bunch.",1
5673,I was in a hurry and parked in the disabled parking spot.  Some people gave me bad looks.,I was in a hurry and parked in the disabled parking spot.  I was caught by a police officer and had to pay a hefty fine. ,0
5674,"The day of my vacation, I was packed and ready to go.  After I arrived at the airport, I realized I hadn't packed any of my personal hygiene items and I would now have to buy them during my vacation. ","The day of my vacation, I was packed and ready to go. ",1
5675,"When I finished giving my presentation, the room of people clapped and nodded in agreement.","When I finished giving my presentation, the room of people sat in silence.",0
5676,"When I got out of work and went to my car, I discovered that my ex had left me a bill  which he'd put through the slightly open window, but this is his bill.","When I got out of work and went to my car, I discovered that my ex had left me a note which he'd put through the slightly open window, as if it was a mailbox slot.",1
5677,I went to a bar. I went to a bar. The drinks were disgusting.,I went to a bar. I went to a bar. My drink was spiked and I passed out.,0
5678,I had lunch at a local fast food restaurant.  The greasy hamburger was not to my taste. ,I had lunch at a local fast food restaurant. ,1
5679,I took french clases this summer. now i can read it without problem.,I took french clases this summer. Now i kind of understand a few words.,0
5680,I ordered a DVD of my favorite movie from eBay. The DVD case had a couple of scratches on it.,I ordered a DVD of my favorite movie from eBay.,1
5681,"I designed a new, realistic looking artificial type flower.","I designed a new, realistic looking artificial type flower. They melted in water.",0
5682,There was a lot of debris in my yard. A trash can fell over and had spilled it's contents.,"There was a lot of debris in my yard. Someone dropped some napkins, they blew about.",1
5683,I ate a burrito from a food truck. ,I ate a burrito from a food truck.  I found a strand of hair in the burrito. ,0
5684,I accidentally dropped my phone in the toilet.,I accidentally dropped my toothbrush in the toilet.,1
5685,I found that my son likes to tell dogs that they're ugly.,I found that my son likes to tell other kids that they're ugly.,0
5686,"It was a surprise when my new boyfriend told me he needed to hide from the police, and also that he'd pawned my mobile phone at the pawn shop.","It was a surprise when my new boyfriend told me he wanted to take me out for dinner and dancing that very weekend, and then out on his boat the next day.",1
5687,I went to check on the water heater and the pilot light was on.,I went to check on the water heater and the pilot light was off.,0
5688,My psychiatrist gave me a prescription today for my Ritalin. I took my prescription to the pharmacy but they told me I'd have to wait in the store for 30 minutes.,My psychiatrist gave me a prescription today for my Ritalin.,1
5689,I went to the skating rink with my friend. I fell when I was skating.,I went to the skating rink with my friend. I fell down and broke my ankle.,0
5690,"I made eggs for breakfast today, i ate them cold","I made eggs for breakfast today, they were tasty.",1
5691,"I tried caramelizing some onions, and they came out sweet.","I tried caramelizing some onions, and they came out scorched.",0
5692,I helped my aunt develop hybrid Iris'. The seeds we produced were sterile.,I helped my aunt develop hybrid Iris'.,1
5693,I asked the woman what her problem was.,I asked the woman what her problem was. She seemed tense and fidgeted a lot.,0
5694,My son got me a Timex watch for my birthday.,My son got me a Rolex watch for my birthday.,1
5695,I was doing a job as a carhop on roller skates.,I was doing a job as a carhop on roller skates. I had a lot of trouble carrying the trays.,0
5696,I was walking around all day with a booger sticking out of my nose and no one said anything to me. ,I was walking around all day with my shirt on backwards and no one said anything to me. ,1
5697,I went bowling for the first time and I got a strike on my first try.,I went bowling for the first time and I got a gutter ball on every try.,0
5698,I repaired the paneling in my house. I got a serious splinter.,I repaired the paneling in my house.,1
5699,I had a meeting with my parents yesterday ,I couldn't have a meeting with my parents yesterday ,0
5700,I read the money making magazine while I waited. The articles were interesting.,I read the money making magazine while I waited. I found an article that helped me come up with a new and lucrative patent.,1
5701,I joined the local Lions club for men. I was able to mentor blind children through the club.,I joined the local Lions club for men. I enjoyed having the fellowship with the others.,0
5702,"My son called the cops, and I was hospitalized.","My son called the cops, and I was fined.",1
5703,My mother made dinner for everyone. I help to set the tables when she was done cooking.,My mother made dinner for everyone.,0
5704,I walked into the Zoo with my children.  Many of the animals were not visible.,I walked into the Zoo with my children.,1
5705,"When I shaved my beard for the first time in five years, I realized I had a strong chin.","When I shaved my beard for the first time in five years, I realized I had a weak chin.",0
5706,I was weeding the garden this morning. I lost my wedding ring,I was weeding the garden this morning. The tomatoes look like they aren't growing.,1
5707,I decided to take a drive since it was such a nice day. There was nothing to see and I got bored.,I decided to take a drive since it was such a nice day. I was pulled over by the police and received a speeding ticket.,0
5708,I planted flower bulbs in my yard. All of the bulbs were eaten by moles before they ever bloomed.,I planted flower bulbs in my yard. Some of the bulbs did not survive the winter.,1
5709,"I wore my new jacket, and I removed all the tags.","I wore my new jacket, and the fabric was itchy.",0
5710,"I bought a pair of pants that were too big so when I went to return them, I didn't have my receipt and could only get store credit. ","I bought a pair of pants that were too big so when I went to return them, I pulled out my receipt and was fully refunded. ",1
5711,I went fishing with my father. We dragged up a treasure chest full of gold.  We're rich!,I went fishing with my father. We caught a huge fish!  No one could believe the photos.,0
5712,"I got the sinking feeling that something bad was going on. I was very hungry, even though I was eating more than ever.",I got the sinking feeling that something bad was going on. I felt tired and hadn't been very active.,1
5713,"I found a shell on the beach. It was a conch shell with a smelly, decaying crab instead.",I found a shell on the beach. It was a conch shell with a live crab that pinched me hard enough to bleed.,0
5714,"My girlfriend and I went to the graveyard on Halloween. She was too scared to go when, so we turned around and went home.",My girlfriend and I went to the graveyard on Halloween.,1
5715,"When I got home from the pub, I collapsed into bed.","When I got home from the pub, I collapsed in front of my door.",0
5716,"When I watched the recording of my spring concert, I noticed that I was singing off key.","When I watched the recording of my spring concert, I noticed that I was singing quietly.",1
5717,I go outside to wash my car.,I go outside to wash my car. I can't get a spot of dirt off my car.,0
5718,I got a new puppy. He chewed up my slippers.,I got a new puppy. He had an accident on the floor when I got him home.,1
5719,I decided to play a mobile game. I wasn't able to figure out the controls.,I decided to play a mobile game. My phone mysteriously shutdown in the middle of the game and wouldn't turn back on.,0
5720,My father told me to tidy up the backyard. It was hot and I got stung by bees cutting the acre grass.,My father told me to tidy up the backyard. It was hot and I need to cut an acre of grass.,1
5721,I skipped bail for grand theft auto charges. I successfully established a new life in a different state.,"I skipped bail for grand theft auto charges. I think I escaped justice, though I worry about getting caught.",0
5722,I was jumping on my trampoline. My mom made me come inside.,I was jumping on my trampoline.,1
5723,I removed the scrubby brush from my yard. Things looked more tidy.,I removed the scrubby brush from my yard.,0
5724,I went camping in Yosemite with my family.  We ate some energy bars and planned our next trip. ,I went camping in Yosemite with my family.  We cooked some steak and chatted and cooked smores by the fire. ,1
5725,"During the coronavirus epidemic, the company where I work got a loan to pay our salaries.","During the coronavirus epidemic, the company where I work declared bankruptcy.",0
5726,I went to a coffee shop for some coffee.,I went to a coffee shop for some coffee. I went to a coffee shop for some coffee and got the coffee for free.,1
5727,"I cried during the movie, and my boyfriend held me.","I cried during the movie, and people stared at me.",0
5728,I brought a new TV yesterday. The TV couldn't fit in the house.,I brought a new TV yesterday. The TV had poor color quality.,1
5729,"When I asked how to install the new software, my boss told me to ask Gary.","When I asked how to install the new software, my boss told me it was the dumbest question ever.",0
5730,"I cross pollinated Day Lilies, developing new varieties. I was able to develop some varieties that were salable.","I cross pollinated Day Lilies, developing new varieties. My lily won a medal at the breeders meeting.",1
5731,The elevators at my work opened back up so I don't have to take the stairs anymore. ,The elevators at my work are down so I have to take the stairs everyday. ,0
5732,My mother lost my pair of gloves yesterday ,My mother got me a pair of gloves yesterday ,1
5733,I went to visit the zoo. I didn't get to see many animals because the zoo closed early.,I went to visit the zoo. A lion got loose and I had to leave.,0
5734,My niece takes me a Gamestop.,My niece takes me a Gamestop. She picks up some funco pop figures.,1
5735,I see my friends walking up the street heading to my house.  I am rushing to answer the door and trip over the puppy.,I see my friends walking up the street heading to my house.  I open the door and my ex is with my friends.,0
5736,"After dinner tonight, I washed the dishes. ","After dinner tonight, I ate a chocolate brownie. ",1
5737,My daughter came to visit me. She brought me gifts and we drank wine together. She stayed for hours and we shared many laugh.,My daughter came to visit me. She only stayed a few hours but we shared a few laughs.,0
5738,I helped my aunt develop hybrid Iris'.,I helped my aunt develop hybrid Iris'. We developed enough varieties to open our own small roadside business.,1
5739,I got my girlfriend a present. It was a box of chocolates.,I got my girlfriend a present. It was some soxs.,0
5740,I went to the bingo hall last night.  All of my ink dabbers dried up. ,I went to the bingo hall last night. ,1
5741,I thought I would teach myself to juggle. I was surprised at how quickly I picked it up.,I thought I would teach myself to juggle.,0
5742,I cooked some ribeye steak for dinner.  The steak was tough and dry. ,I cooked some ribeye steak for dinner. ,1
5743,I went fishing on the river. I got a nice tan while in the sun.,I went fishing on the river.,0
5744,I was chewing a piece of gum.,I was chewing a piece of gum. It was my favorite flavor.,1
5745,There was a wolf that kept getting into our farm and killing our chickens.  Eventually we had no more chickens to produce eggs. ,There was a wolf that kept getting into our farm and killing our chickens.  The wolf escalated from eating the chickens to the goats and pigs too. ,0
5746,I was making a jewelry box in my wood shop class. ,"I was making a jewelry box in my wood shop class.  My wood shop teacher liked my jewelry box so much, he bought it off me. ",1
5747,I went to bed early last night. I woke up early and refreshed and prepared breakfast for my family.,I went to bed early last night. I woke up in the morning and I didn't feel tired.,0
5748,I saw an old movie and it bored me because of the quality. ,I saw an old movie and was impressed by the quality.  ,1
5749,I put on my favorite tracksuit before going for my morning jog.  I noticed it was a little discolored from the previous days wash. ,"I put on my favorite tracksuit before going for my morning jog.  As I stepped outside my door, it began to ran so I had to cancel my morning run. ",0
5750,I have been waiting for summer to come so I could swim and at last the local pool has opened.,I have been waiting for summer to come so I could swim and at last my new pool is ready.,1
5751,"I made my face masks at home. I was productive and was able to supply masks for all the local hospitals, garnering me a volunteer of the year award.",I made my face masks at home. My masks worked great and I avoided getting sick.,0
5752,I went to a bookstore. My favorite author was there.,I went to a bookstore. My favorite author was doing a book signing.,1
5753,I went to get my daily mail from the box.,I went to get my daily mail from the box. There were only bills in the mail.,0
5754,I entered a pie eating contest.,"I entered a pie eating contest. I won the contest, eating the most.",1
5755,I went to the lecture hall to attend one of my college classes. I was two minutes late for class.,I went to the lecture hall to attend one of my college classes. The friend that I sat next to was absent.,0
5756,I went to city hall. A bomb was set off in the main hall.,I went to city hall. The elected officials were not taking anyone's concerns to heart.,1
5757,I got my girlfriend a present. It was some soxs.,I got my girlfriend a present.,0
5758,I was called to the principal office.,I was called to the principal office. He was proud that I had perfect attendance.,1
5759,I used my neighbor's WIFI.,I used my neighbor's WIFI. My data bill is pricey.,0
5760,I asked my daughter to clean her bedroom. She made her bed.,I asked my daughter to clean her bedroom. She made her bed and cleaned her closet.,1
5761,I put some sunscreen on my face before leaving for the pool. ,I put some sunscreen on my face before mowing the lawn. ,0
5762,I was playing catch with my brother. My brother hit me in the face with the ball.,I was playing catch with my brother. My brother threw the ball over the fence.,1
5763,I went to a high school reunion.,I went to a high school reunion. There were not many people of my class.,0
5764,I enjoy shopping the Black Friday sales because I usually find stupendous deals.,I enjoy shopping the Black Friday sales because I always find stupendous deals.,1
5765,I wanted a leopard for a pet.  My dad said I couldn't get a leopard.,I wanted a leopard for a pet.  I got the leopard but it died.,0
5766,"I realized that my son was in denial about the fact that he had earned his own grade with his intelligence, because some bullies in the school locker room had told him he was stupid.","I realized that my son was in denial about the fact that he had earned his own grade with his intelligence, but his friends in the school locker room agreed that he'd worked really hard and deserved it.",1
5767,I practiced my trombone at home. I was promoted to a higher chair.,I practiced my trombone at home.,0
5768,I started playing guitar. I am learning the basic chords.,"I started playing guitar. I am making progress, i can play some chords.",1
5769,I attended the gun trade show in our town and my cousin is afraid of guns.,I attended the gun trade show in our town and my cousin lost my fathers best gun gambling.,0
5770,I made my own short film at home. I got a life sentence for a crime filmed during the movie production.,I made my own short film at home. The film featured a crime I was later arrested for.,1
5771,I was running through a pasture. Bugs started to bite me.,I was running through a pasture. I fell face first in a pile of cow dung.,0
5772,I decided to buy a guitar.  I cant get one because theyre too expensive and i cant afford lessons.,I decided to buy a guitar.  All the guitars are expensive,1
5773,"After spending all day at work, I came home and layed on the couch.","After spending all day at work, I came home and had to fix the sink.",0
5774,I made a jewelry hanger from a wooden clotheshanger.,I made a jewelry hanger from a wooden clotheshanger. I prevented my chains from being tangled by using the hanger.,1
5775,I started a neighborhood day care at my home.,I started a neighborhood day care at my home. No one signed up and I had to close.,0
5776,I was on a tour on vacation. The tour guide was a scam artist and I lost my money.,I was on a tour on vacation. It started to rain and we got wet.,1
5777,"I became a professional food taster for a large company. My job enabled me to help develop new and unique flavor combinations, making me popular with execs.",I became a professional food taster for a large company. I didn't have to spend money on food at all because of all the sampling I did.,0
5778,I woke up to a bright and sunny day By noon the weather had changed to cloudy,I woke up to a bright and sunny day,1
5779,I tried to sign up for classes. I couldn't pick any classes in my major.,I tried to sign up for classes. The classes I wanted were all full.,0
5780,I took a test to get my driver's license It took over an hour for my turn to take the test,I took a test to get my driver's license,1
5781,I was hiking through the forest when I saw a family of deer in my path.,I was hiking through the forest when I saw a family of bears in my path.,0
5782,I dug  a huge ditch in front of my home. The water collecting there caused mosquito explosion and brought malaria to my town.,I dug  a huge ditch in front of my home. water pooled there and caused mosquitoes to breed.,1
5783,"When I got up from the public bench, I had a used napkin stuck to my pants. ","When I got up from the public bench, I had a used tampon stuck to my pants. ",0
5784,My friend and I played monopoly and I lost the game and she won the game.,My friend and I played monopoly and I won the game and she lost the game.,1
5785,I went to the thrift store with my mother. She bought me a new dress and shoes.,I went to the thrift store with my mother. She bought a pair of shoes for me.,0
5786,I couldn't succeed where my colleagues failed in their career last year ,I succeeded where my colleagues failed in their career last year ,1
5787,I was cleaning out my parents' attic. They made dinner for me afterwards.,I was cleaning out my parents' attic. They told me thank you for doing it.,0
5788,I tried a piece of deer jerky and thought it tasted rotten.,I tried a piece of deer jerky and thought it was the most flavorful jerky ever.,1
5789,I went to visit my grandmother in Tennessee last winter.,I went to visit my grandmother in Tennessee last winter. She told me she had a minor cold.,0
5790,My grandma made me a salad for my last birthday.,My grandma made me a chocolate cake for my last birthday.,1
5791,"I said to my boyfriend, ""pack up your keyboards, I'll pack the guitars, and let's head over to the recording studio!""","I said to my boyfriend, ""pack up your pickup with all that trash, and let's head over to the landfill and recycle center!""",0
5792,I went rock climbing.,I went rock climbing. I made it to the top of the mountain.,1
5793,I decided to go to my local library. ,I decided to go to my local library.  My library card was expired so I couldn’t check out any books. ,0
5794,"It was snowing, so I put an electric blanket on my bed. I quickly felt too hot.","It was snowing, so I put an electric blanket on my bed.",1
5795,I started playing guitar last week. I am learning basic chords.,I started playing guitar last week.,0
5796,"When I went to the beach, I lost my wallet.","When I went to the beach, I lost my kite.",1
5797,"I tried to buff a small scratch out of my sunglasses, and they looked like new.","I tried to buff a small scratch out of my sunglasses, and ended up scratching them more.",0
5798,I fell over and grazed both of my knees today.,I fell over and grazed one of my knees today.,1
5799,"Its been a long couple of weeks. Im finally getting my vacations this week, i will relax.","Its been a long couple of weeks. Im getting my vacations, i have work to do at home.",0
5800,I tried a new recipe I found on the internet for dinner.  I did not have all the ingredients for the recipe so I had to make a trip to the store. ,I tried a new recipe I found on the internet for dinner.  The dish was very easy to make. ,1
5801,I trained for a marathon every day this month.,I trained for a marathon every day this month. I lost so badly I didn't even finish the race.,0
5802,I was walking to work. I was hit by a car and broke my ankle.,I was walking to work. It started to rain and sleet.,1
5803,I decided to dye my own hair at home. I had trouble figuring out what the chemicals needed were.,I decided to dye my own hair at home. The blonde I wanted had a greenish tinge after putting on my head.,0
5804,"I was mad at myself, I kept thinking about what I had done. I injured my friend, cutting a tree down, and it fell on his head.","I was mad at myself, I kept thinking about what I had done. I totalled my mothers car, leaving her without a vehicle.",1
5805,I was standing in front of the judge in the courtroom. He told the other party to pay me a thousand dollars.,I was standing in front of the judge in the courtroom. He said that I was not guilty.,0
5806,I checked into a hotel in Miami. The internet in the room was spotty.,I checked into a hotel in Miami.,1
5807,"I was looking forward to harvesting my apples, I had fruit forming.","I was looking forward to harvesting my apples, I had blooms forming.",0
5808,I spent an hour on the phone.  At the end of the conversation the call was dropped.,I spent an hour on the phone.  The operator on the phone was rude.,1
5809,I wanted to listen to some music as I finished up my yard work so I turned my outdoor speakers on. ,I wanted to listen to some music as I finished up my yard work so I turned my outdoor speakers on.  My neighbor came over and complained about my music volume. ,0
5810,I felt a slight chill in the air when I woke up this morning so I went to turn the heat up.  The pilot in my heater went out so I had to re-light it. ,I felt a slight chill in the air when I woke up this morning so I went to turn the heat up. ,1
5811,I created a unique shrimp dish served cajun style. My family loved the flavors.,I created a unique shrimp dish served cajun style.,0
5812,I went to the Pizza parlor and ordered a roasted rat. ,I went to the Pizza parlor and ordered a meat lover's. ,1
5813,"I am a PR specialist, and one of my clients tweeted at 2 A.M. They talked about how hard they were working on their new book.","I am a PR specialist, and one of my clients tweeted at 2 A.M.",0
5814,I decided to make a chore list for my kids with incentives. My kids still didn't do their chores. ,I decided to make a chore list for my kids with incentives.,1
5815,I made my own coffee this morning. It was terrible.,I made my own coffee this morning. It made me sick to my stomach.,0
5816,I went to the doctor. He said I have high blood pressure and high blood sugar.,I went to the doctor. He said I have high blood pressure .,1
5817,I decided to make my own yogurt at home.,I decided to make my own yogurt at home. The yogurt wasn't warm enough and didn't set.,0
5818,I started a community choir with local members.,I started a community choir with local members. We were able to sing for a local Grocery store.,1
5819,I went fishing with some friends.,"I went fishing with some friends. I went fishing with some friends. I accidentally got hit by the pole, but had no injuries.",0
5820,My math class required me to get a graphing calculator. I had to spend $200 and only used it twice.,My math class required me to get a graphing calculator. I had to spend $200.,1
5821,I made a call on my cell phone and talked to my sister. ,I made a call on my cell phone and drained my battery. ,0
5822,"Last week, Donnie came to visit me in prison.","Last week, I went to visit Donnie in prison.",1
5823,My boyfriend took me to dinner at a nice restaurant.,My boyfriend took me to dinner at a nice restaurant. The waiters were rude and cold to us.,0
5824,I had to take care of my neighbor's dog. He bit me and I had to go to the hospital.,I had to take care of my neighbor's dog. He made a mess in my house.,1
5825,I dropped a heavy iron skillet on my foot. At least I was wearing shoes.,I dropped a heavy iron skillet on my foot.,0
5826,I watched the news on TV tonight and a local resident was affected by crime.,I watched the news on TV tonight and a local resident will get national recognition.,1
5827,I rubbed my cat's belly. I rubbed my cat's belly and made her purr.,I rubbed my cat's belly.,0
5828,I went to see my favorite band play. We had to leave early.,I went to see my favorite band play. We had tickets in the back row.,1
5829,I decided to dig a well in my backyard.,I decided to dig a well in my backyard. The water tastes funny.,0
5830,I was a mess in the morning and arrived late for my business meeting.,I was a mess in the morning and arrived late for my haircut.,1
5831,"A day after riding the horse, I realized that I had a suntan.","A day after riding the horse, I realized that my muscles were sore.",0
5832,My mother and I played monopoly and I lost the game and she won the game.,My mother and I played monopoly and I won the game and she lost the game.,1
5833,I went to Denny's for Breakfast. The waitress gave me free hot chocolate.,I went to Denny's for Breakfast.,0
